0.5964122,-0.27424,0.5206332,0.24286084,0.14173564,0.6742306,0.40941453,0.31351048,-0.4202325,0.65028125
0.1136657,-0.23581658,0.5820423,0.6303601,0.27089787,0.40519,0.51762205,0.68122697,-0.4809616,0.4912058
0.5263079,-0.47426102,0.5013706,0.41613635,0.619355,0.15332234,0.52632034,0.28062424,-0.33457312,0.49284735
-0.28070173,0.6490133,-0.6359352,-0.6127634,-0.17919095,-0.47008893,-0.3322923,-0.34764227,0.25712147,-0.65099907
-0.07253993,0.1947735,-0.6716653,-0.69742554,-0.61197835,-0.5881016,-0.48060465,-0.7120932,0.057068925,-0.3202203
0.5389065,-0.6009572,0.38537383,0.5623296,0.36218014,0.55312324,0.16351423,0.51339203,-0.22474542,0.50328267
0.061009683,-0.5159395,0.4570189,0.73731357,0.25109094,0.5641542,0.2481947,0.61050993,-0.46678892,0.52979016
0.4445071,-0.71065426,0.7054183,0.6465188,0.5006038,0.43940875,0.019580802,0.2994261,-0.37930036,0.29063705
-0.59831864,0.54989964,-0.24492417,-0.28575927,-0.15161972,-0.40203896,-0.6165078,-0.44588357,0.4986478,-0.49593788
-0.316031,0.6283524,-0.70335567,-0.14107211,-0.38927212,-0.4401019,-0.16662943,-0.8873885,0.4109109,-0.34924453
